Image File,road,sidewalk,building,wall,fence,pole,light,sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motocycle,bicycle
3289.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32900.jpg,18.87,1.53,8.2,0.01,0.05,0.24,0,0.07,15.68,5.74,46.17,0.19,0.01,3.08,0,0,0,0.15,0.02
32901.jpg,16.4,3.67,24.3,0.16,0.31,1.09,0.18,0,0.64,0,39.36,0,0,13.1,0,0,0,0.61,0.17
32902.jpg,16.4,3.67,24.3,0.16,0.31,1.09,0.18,0,0.64,0,39.36,0,0,13.1,0,0,0,0.61,0.17
32903.jpg,14.14,8.45,13.02,0,0.02,0.81,0,0,12.48,0.03,46.38,0.03,0.01,4.3,0,0,0,0.23,0.1
32904.jpg,20.45,7.49,13.19,0.03,2.83,0.98,0,0.1,11.99,0.08,34.39,0.23,0,3.59,3.89,0.59,0.06,0.09,0.01
32905.jpg,19.39,2.86,38.93,0,0.01,0.46,0,0,1.56,0,28.73,0.45,0.12,5.27,0,0,0,1.6,0.62
32906.jpg,20.45,7.49,13.19,0.03,2.83,0.98,0,0.1,11.99,0.08,34.39,0.23,0,3.59,3.89,0.59,0.06,0.09,0.01
32907.jpg,12.81,2.29,49.87,0,0.13,0.08,0,0.01,2.68,0.03,20.12,0,0.18,11.07,0,0,0,0.59,0.15
32908.jpg,3.29,0.42,3.21,13.5,2.43,0,0,0,45.01,4.48,23.16,0,0,4.45,0,0,0,0,0.06
32909.jpg,9.15,5.27,14.31,6.8,0.13,0.34,0,0,1.26,4.06,54.75,0,0,3.75,0,0,0,0,0.17
3290.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32910.jpg,6.74,2.03,3.17,5.32,0.53,2.99,0.05,0.03,15.33,8.58,51.68,0,0,3.53,0,0,0,0,0.02
32911.jpg,2.1,0.37,5.2,3.16,0.17,0.07,0,0,58.04,8.69,18.54,0,0,3.64,0,0,0,0,0.01
32912.jpg,12.39,4.27,40.99,0.01,0.15,0.66,0.07,0,1.95,0,30.79,0,0,7.35,0,1.27,0,0.08,0.03
32913.jpg,12.87,6.76,38,0.05,4.59,1.27,0.04,0.33,1.29,0,33.44,0.01,0.02,1.03,0,0,0,0.08,0.23
32914.jpg,16.4,3.67,24.3,0.16,0.31,1.09,0.18,0,0.64,0,39.36,0,0,13.1,0,0,0,0.61,0.17
32915.jpg,12.81,2.29,49.87,0,0.13,0.08,0,0.01,2.68,0.03,20.12,0,0.18,11.07,0,0,0,0.59,0.15
32916.jpg,6.1,8.62,37.53,0,0.01,0.76,0,0,7.06,1.2,31.12,0,0.01,7.17,0,0,0,0.05,0.36
32917.jpg,3.29,0.42,3.21,13.5,2.43,0,0,0,45.01,4.48,23.16,0,0,4.45,0,0,0,0,0.06
32918.jpg,5.76,5.02,9.71,10.94,3.73,1.2,0,0,3.71,5.17,51.89,0,0,2.85,0,0,0,0,0.04
32919.jpg,6.74,2.03,3.17,5.32,0.53,2.99,0.05,0.03,15.33,8.58,51.68,0,0,3.53,0,0,0,0,0.02
3291.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32920.jpg,5.36,5.12,5.83,4.18,0.39,0.13,0,0,27.26,1.84,46.54,0,0,3.33,0,0,0,0,0
32921.jpg,3.89,3.45,15.92,18.22,2.33,0.13,0.01,0,2.95,3.33,46.49,0.03,0,3.13,0,0,0,0,0.11
32922.jpg,5.64,5.85,7.89,15.65,1.26,2.95,0.01,0.12,2.51,7.47,47.2,0.03,0,3.2,0,0,0,0,0.21
32923.jpg,8.25,6.54,13.22,12.58,2.77,0.11,0,0,3.14,4.03,47.83,0,0,1.52,0,0,0,0,0.03
32924.jpg,4.64,10.32,36.48,2.51,1.17,0.23,0,0,2.58,1.96,36.96,0,0,2.96,0,0,0,0,0.19
32925.jpg,16.4,3.67,24.3,0.16,0.31,1.09,0.18,0,0.64,0,39.36,0,0,13.1,0,0,0,0.61,0.17
32926.jpg,19.39,2.86,38.93,0,0.01,0.46,0,0,1.56,0,28.73,0.45,0.12,5.27,0,0,0,1.6,0.62
32927.jpg,4.21,5.3,20.91,9.14,1.51,0.09,0,0,3.66,5.41,45.57,0,0,4.15,0,0,0,0,0.04
32928.jpg,7.24,10.76,33.01,1.42,1.74,1.08,0,0,3.1,0.15,38.68,0,0.01,2.62,0,0,0,0.04,0.16
32929.jpg,7.25,9.65,14.02,8.57,2.14,0.08,0,0,0.49,2.71,44.14,0,0,10.89,0,0,0,0,0.06
3292.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32930.jpg,4.93,4.64,23.22,9.92,0.6,1.59,0,0,0.42,2,50.22,0.02,0,2.43,0,0,0,0,0
32931.jpg,5.19,5.15,24.85,5.78,1.56,0.44,0.12,0,2.04,8.32,43.83,0,0,2.64,0,0,0,0,0.09
32932.jpg,7.17,4,8.41,22.88,1.05,0.51,0,0,1.73,3.91,45.68,0.03,0,4.44,0,0,0,0,0.18
32933.jpg,4.49,5.33,14.65,16.57,1.52,0.19,0,0,0.58,7.8,44.99,0.02,0,3.75,0,0,0,0,0.12
32934.jpg,3.63,0.16,18.64,15.85,1.33,0.12,0,0,1.31,11.37,44.66,0.02,0,2.89,0,0,0,0,0
32935.jpg,1.46,2.45,34.6,2.95,0.49,0.23,0,0,0.09,7.82,44.95,0,0,4.87,0,0,0,0.06,0.03
32936.jpg,1.46,2.45,34.6,2.95,0.49,0.23,0,0,0.09,7.82,44.95,0,0,4.87,0,0,0,0.06,0.03
32937.jpg,12.81,2.29,49.87,0,0.13,0.08,0,0.01,2.68,0.03,20.12,0,0.18,11.07,0,0,0,0.59,0.15
32938.jpg,22.48,1.88,4.82,0.08,0.01,0.23,0,0,13.43,3.46,50.39,0.01,0,3.07,0,0,0,0.07,0.07
32939.jpg,1.7,2.7,40.12,0.5,0,0.02,0,0,12.65,1.59,35.23,0.01,0,5.48,0,0,0,0,0
3293.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32940.jpg,3.25,0.6,28.19,0.02,0,0.06,0,0,21.37,6.37,35.48,0,0,4.67,0,0,0,0,0
32941.jpg,5.25,2.85,28.18,1.72,0.02,0.24,0,0,11.19,3.71,40.98,0,0,5.87,0,0,0,0,0
32942.jpg,16.5,3.11,4.45,0.28,0.1,0.06,0,0,15.65,7.38,48.67,0,0,3.66,0,0,0,0.1,0.04
32943.jpg,16.5,3.11,4.45,0.28,0.1,0.06,0,0,15.65,7.38,48.67,0,0,3.66,0,0,0,0.1,0.04
32944.jpg,15.4,5.29,11.52,0.21,1.57,0.13,0,0,10.8,0.48,45.42,0,0,4.15,4.83,0,0,0.08,0.12
32945.jpg,12.16,1.44,7.8,0.01,0.2,0.02,0,0,32.87,7.66,31.2,0,0,6.4,0,0,0,0.07,0.17
32946.jpg,15.45,3.42,14.47,0.08,0.32,0.03,0,0,14.8,2.6,43.4,0,0,5.38,0,0,0,0.04,0.01
32947.jpg,14.17,2.99,13.19,0,0.01,0.03,0,0,20.86,4.5,38.41,0,0,5.7,0,0,0,0.06,0.07
32948.jpg,13.61,1.23,9.22,0.03,0,0.12,0,0.02,16.09,4.43,44.4,0.78,0.02,6.61,3.32,0,0,0.07,0.05
32949.jpg,16.5,3.11,4.45,0.28,0.1,0.06,0,0,15.65,7.38,48.67,0,0,3.66,0,0,0,0.1,0.04
3294.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
32950.jpg,15.03,5.78,15.22,1.04,5.36,0.14,0,0.23,3.43,0.02,49.91,0.11,0,3.52,0,0,0,0.05,0.16
32951.jpg,18.32,0.45,1.73,1.25,0.07,0.43,0,0,16.13,7.49,50.19,0.03,0,3.9,0,0,0,0.01,0.01
32952.jpg,19.29,1.62,3.23,0.1,0.14,0.44,0,0.02,14.46,5.58,51.77,0,0,3.31,0,0,0,0.03,0
32953.jpg,8.07,4.76,12.41,0,0.08,0.01,0,0,21.57,4.78,39.14,0,0,9.09,0,0,0,0.08,0
32954.jpg,16.34,0.26,6.13,0.18,0.01,0.08,0,0,28.8,4.77,35.09,0,0,8.3,0,0,0,0.02,0.02
32955.jpg,16.5,3.11,4.45,0.28,0.1,0.06,0,0,15.65,7.38,48.67,0,0,3.66,0,0,0,0.1,0.04
32956.jpg,6.78,7.13,6.45,0.25,0.16,0.01,0,0,17.13,3.05,48.44,0,0,10.6,0,0,0,0,0
32957.jpg,7.83,9.43,25.93,10.69,0.26,0.25,0.01,0,0.64,1.02,40.76,0,0,2.91,0,0,0,0.06,0.18
32958.jpg,8.71,9.06,30.52,5,0.08,0.28,0,0,1.91,0.36,40.96,0,0,2.9,0,0,0,0.05,0.17
32959.jpg,16.5,0.77,21.45,0.09,0.12,0.22,0,0,6.2,2.59,43.28,0,0,8.76,0,0,0,0.02,0
3295.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32960.jpg,16.5,0.77,21.45,0.09,0.12,0.22,0,0,6.2,2.59,43.28,0,0,8.76,0,0,0,0.02,0
32961.jpg,13.85,0.58,22.13,1.05,1.91,0.08,0,0,9.36,3.33,41.32,0.02,0,6.38,0,0,0,0,0
32962.jpg,7.36,4.13,33.57,1.25,1.17,0.04,0,0,6.29,4.17,33.58,0.01,0,8.44,0,0,0,0,0
32963.jpg,9.81,4.27,37.45,0.83,0,0.01,0,0,1.73,6.98,34.67,0,0,4.22,0,0,0,0,0.02
32964.jpg,16.5,0.77,21.45,0.09,0.12,0.22,0,0,6.2,2.59,43.28,0,0,8.76,0,0,0,0.02,0
32965.jpg,15.4,5.29,11.52,0.21,1.57,0.13,0,0,10.8,0.48,45.42,0,0,4.15,4.83,0,0,0.08,0.12
32966.jpg,7.34,5.04,34.89,0.08,1.02,0.07,0,0,4.39,3.97,35.77,0,0,7.34,0,0,0,0.05,0.03
32967.jpg,12.7,0.9,30.73,0.01,0.55,0.02,0,0,5.1,5.83,37.62,0,0,6.52,0,0,0,0,0.01
32968.jpg,16.5,0.77,21.45,0.09,0.12,0.22,0,0,6.2,2.59,43.28,0,0,8.76,0,0,0,0.02,0
32969.jpg,15.4,5.29,11.52,0.21,1.57,0.13,0,0,10.8,0.48,45.42,0,0,4.15,4.83,0,0,0.08,0.12
3296.jpg,20.34,1.16,23.23,0,0.22,0.1,0,0,12.84,6.36,31.48,0,0,4.21,0,0,0,0.04,0
32970.jpg,6.9,1.73,13.75,0,0,0,0,0,14.26,7.27,44.16,0,0,11.9,0,0,0,0.02,0
32971.jpg,6.78,7.13,6.45,0.25,0.16,0.01,0,0,17.13,3.05,48.44,0,0,10.6,0,0,0,0,0
32972.jpg,17.06,1.93,7.56,0,0.16,0.17,0,0,10.72,6.14,51.98,0.01,0,4.2,0,0,0,0.07,0
32973.jpg,6.78,7.13,6.45,0.25,0.16,0.01,0,0,17.13,3.05,48.44,0,0,10.6,0,0,0,0,0
32974.jpg,15.03,5.78,15.22,1.04,5.36,0.14,0,0.23,3.43,0.02,49.91,0.11,0,3.52,0,0,0,0.05,0.16
32975.jpg,23.08,2.11,4.93,0.36,4.19,0.29,0,0.03,3.56,1.72,56.17,0,0.01,3.16,0,0,0,0.07,0.31
32976.jpg,23.08,2.11,4.93,0.36,4.19,0.29,0,0.03,3.56,1.72,56.17,0,0.01,3.16,0,0,0,0.07,0.31
32977.jpg,23.08,2.11,4.93,0.36,4.19,0.29,0,0.03,3.56,1.72,56.17,0,0.01,3.16,0,0,0,0.07,0.31
32978.jpg,19.43,3.79,11.39,2.32,2.82,0.39,0,0.04,4.94,0.45,51.04,0.07,0,3.17,0,0,0,0.06,0.08
32979.jpg,15.03,5.78,15.22,1.04,5.36,0.14,0,0.23,3.43,0.02,49.91,0.11,0,3.52,0,0,0,0.05,0.16
3297.jpg,21.03,0.08,15.02,0.01,0,0.05,0,0,31.62,4.5,23.71,0,0,3.96,0,0,0,0.02,0.01
32980.jpg,23.08,2.11,4.93,0.36,4.19,0.29,0,0.03,3.56,1.72,56.17,0,0.01,3.16,0,0,0,0.07,0.31
32981.jpg,19.43,3.79,11.39,2.32,2.82,0.39,0,0.04,4.94,0.45,51.04,0.07,0,3.17,0,0,0,0.06,0.08
32982.jpg,13.44,2.29,15.41,0.04,0,0.02,0,0,16.02,5.34,43.82,0,0,3.58,0,0,0,0.03,0
32983.jpg,16.41,0.9,2.8,0.15,0,0.14,0.01,0.01,11.26,5.13,53.86,0.01,0,9.32,0,0,0,0,0
32984.jpg,23.16,0.88,5.68,3.39,1.39,0.09,0,0,8.04,1.77,52.64,0,0,2.9,0,0,0,0.03,0.02
32985.jpg,19.43,3.79,11.39,2.32,2.82,0.39,0,0.04,4.94,0.45,51.04,0.07,0,3.17,0,0,0,0.06,0.08
32986.jpg,28.73,2.75,1.56,0.93,0.77,0.29,0.06,0.02,9.26,0.04,54.68,0.23,0.08,0.51,0,0,0,0.08,0.01
32987.jpg,23.08,2.11,4.93,0.36,4.19,0.29,0,0.03,3.56,1.72,56.17,0,0.01,3.16,0,0,0,0.07,0.31
32988.jpg,6.78,6.89,10.99,0.69,0,0.41,0,0,21.77,3.82,44.37,0,0,4.18,0,0,0,0.1,0
32989.jpg,14.61,9.15,15.07,5.39,0.52,1.14,0,0,4.09,0.16,46.4,0,0,2.23,0,1.1,0,0.05,0.08
3298.jpg,13.13,2.49,19.19,0.31,0.01,0.2,0,0,18.94,8.83,30.92,0.03,0,5.95,0,0,0,0,0
32990.jpg,14.61,9.15,15.07,5.39,0.52,1.14,0,0,4.09,0.16,46.4,0,0,2.23,0,1.1,0,0.05,0.08
32991.jpg,7.83,9.43,25.93,10.69,0.26,0.25,0.01,0,0.64,1.02,40.76,0,0,2.91,0,0,0,0.06,0.18
32992.jpg,5.92,7.25,19.47,6.6,0.11,0.27,0,0,8.02,3.55,43.85,0.01,0,4.88,0,0,0,0,0.06
32993.jpg,6.75,11.09,15.07,8.63,0.38,0.61,0,0,0.79,2.64,50.38,0.08,0,2.72,0,0,0,0.48,0.41
32994.jpg,5.29,4.73,27.34,0.54,0.39,2.72,0.11,0.05,8.96,7.47,38.43,0,0,3.84,0,0,0,0.02,0.1
32995.jpg,8.87,8.02,34.16,9.98,0.56,0.29,0,0,1.08,0.34,34.07,0,0,2.52,0,0,0,0.02,0.08
32996.jpg,14.61,9.15,15.07,5.39,0.52,1.14,0,0,4.09,0.16,46.4,0,0,2.23,0,1.1,0,0.05,0.08
32997.jpg,19.22,2.82,6.87,0,0.02,0.31,0,0.02,11.34,6.74,49.08,0,0,3.4,0,0,0,0.08,0.1
32998.jpg,8.02,3.02,2.55,1.04,0.77,0.02,0,0,29.79,11.68,37.41,0,0,5.57,0,0,0,0.04,0.08
32999.jpg,6.36,1.71,4.26,2.76,0.25,0.25,0,0,29.54,11.68,36.87,0,0,6.26,0,0,0,0.04,0.03
3299.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
32.jpg,11.61,3.27,11.71,24.13,7.99,0.02,0,0,28.64,0.53,12.02,0,0,0.07,0,0,0,0,0.01
33000.jpg,20.89,0.43,5.22,0,0,0.16,0.02,0.05,14.03,3.09,51.68,0,0,4.39,0,0,0,0.03,0
33001.jpg,5.64,2.38,3.82,0.03,0.15,0.14,0,0,52.24,13.69,16.92,0,0,4.8,0,0,0,0.16,0.01
33002.jpg,14.21,1.84,8.29,0,0,0,0,0,20.77,5.55,44.15,0,0,5.03,0,0,0,0.13,0.02
33003.jpg,4.53,10.12,10.2,0,0,0.03,0,0,24.29,6.35,40.01,0,0,4.42,0,0,0,0.02,0.03
33004.jpg,8.11,11.07,7.05,1.12,0.29,0.18,0,0.01,11.18,7.09,49.85,0,0,3.84,0,0,0,0.12,0.08
33005.jpg,19.22,2.82,6.87,0,0.02,0.31,0,0.02,11.34,6.74,49.08,0,0,3.4,0,0,0,0.08,0.1
33006.jpg,17.06,1.93,7.56,0,0.16,0.17,0,0,10.72,6.14,51.98,0.01,0,4.2,0,0,0,0.07,0
33007.jpg,14.22,0.91,7.6,0,0,0.03,0,0,20.77,8.34,43.29,0,0,4.78,0,0,0,0.04,0.01
33008.jpg,10.92,2.01,8.94,0.87,0.03,0.28,0,0.01,23.15,1.21,38.22,0,0,14.33,0,0,0,0.02,0
33009.jpg,19.22,2.82,6.87,0,0.02,0.31,0,0.02,11.34,6.74,49.08,0,0,3.4,0,0,0,0.08,0.1
3300.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
33010.jpg,20.89,0.43,5.22,0,0,0.16,0.02,0.05,14.03,3.09,51.68,0,0,4.39,0,0,0,0.03,0
33011.jpg,13.16,2.27,7.09,0,0,0.2,0.01,0.02,18.48,6.35,48.2,0,0,4.14,0,0,0,0.07,0.01
33012.jpg,12.71,3.21,8.91,0.04,0.02,0.04,0,0,11.63,8.89,50.5,0,0,3.99,0,0,0,0.02,0.05
33013.jpg,22.48,1.88,4.82,0.08,0.01,0.23,0,0,13.43,3.46,50.39,0.01,0,3.07,0,0,0,0.07,0.07
33014.jpg,13.44,2.29,15.41,0.04,0,0.02,0,0,16.02,5.34,43.82,0,0,3.58,0,0,0,0.03,0
33015.jpg,8.02,1.92,5.93,0.42,0.35,0.06,0,0,35.63,8.3,31.61,0,0,7.74,0,0,0,0.02,0.01
33016.jpg,9.4,0.2,5.11,0.13,0.08,0,0,0,29.74,13.28,35.07,0,0,6.99,0,0,0,0,0
33017.jpg,22.48,1.88,4.82,0.08,0.01,0.23,0,0,13.43,3.46,50.39,0.01,0,3.07,0,0,0,0.07,0.07
33018.jpg,17.06,1.93,7.56,0,0.16,0.17,0,0,10.72,6.14,51.98,0.01,0,4.2,0,0,0,0.07,0
33019.jpg,11.01,1.47,11.98,1.4,0.24,0.31,0.01,0,16.99,11.33,40.22,0,0,4.85,0,0,0,0.13,0.04
3301.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
33020.jpg,10.16,0.49,14.64,0.9,0.31,0.09,0,0,15.73,9.03,39.67,0,0,7.08,0,0,0,1.85,0.04
33021.jpg,11.61,1.97,6.86,0,0.4,0.16,0,0,15.85,11.43,45.73,0.01,0,5.95,0,0,0,0.03,0
33022.jpg,11.41,4.61,4.37,0.03,1.24,0.07,0,0,18.73,7.25,45.28,0,0,6.98,0,0,0,0.02,0.01
33023.jpg,22.48,1.88,4.82,0.08,0.01,0.23,0,0,13.43,3.46,50.39,0.01,0,3.07,0,0,0,0.07,0.07
33024.jpg,24.7,1.66,3.34,0.11,0.73,0.33,0,0,13.77,3.3,49.42,0.41,0.01,2.19,0,0,0,0.02,0
33025.jpg,20.75,5.8,0.54,0.29,0.41,0.31,0.02,0,23.69,0.38,46.03,0,0,1.51,0,0,0,0.27,0
33026.jpg,24.29,3.36,0.2,0.37,0,0.26,0,0.04,21.34,1.23,48.32,0.03,0,0.3,0,0,0,0.22,0.02
33027.jpg,22.51,2.75,1,0.2,0.18,0.29,0,0.03,20.58,1.11,50.17,0,0,0.98,0,0,0,0.2,0.01
33028.jpg,13.96,1.76,0.3,0.35,0.69,0.68,0.03,0.05,19.23,6.27,49.73,0.02,0.15,5.52,0,0.06,0.01,1.18,0
33029.jpg,28.73,2.75,1.56,0.93,0.77,0.29,0.06,0.02,9.26,0.04,54.68,0.23,0.08,0.51,0,0,0,0.08,0.01
3302.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
33030.jpg,28.62,1.64,1.21,0.03,0,0.34,0.05,0,11.81,0.12,53.87,0.01,0.16,1.87,0,0,0,0.24,0.03
33031.jpg,18.59,2.29,0.8,0.01,0.01,0.97,0,0,20.51,4.23,48.9,0.01,0.01,3.27,0,0,0,0.35,0.03
33032.jpg,20.04,2.84,0.81,0.21,0.15,0.32,0,0.04,19.18,6.46,48.83,0,0.05,0.89,0,0,0,0.19,0
33033.jpg,13.96,1.76,0.3,0.35,0.69,0.68,0.03,0.05,19.23,6.27,49.73,0.02,0.15,5.52,0,0.06,0.01,1.18,0
33034.jpg,17.91,2.75,3.94,0.14,3.58,0.08,0,0,21.71,1.14,45.57,0,0,3.17,0,0,0,0,0.01
33036.jpg,7.78,9.63,22.39,2.41,0.46,1.17,0,0,3.89,0.02,43.12,0,0,8.27,0,0,0,0.76,0.11
33037.jpg,2.81,4.72,8.65,0.77,0.15,1.89,0,0.04,34.61,7.86,31.88,0,0,6.51,0,0,0,0.11,0
33038.jpg,2.81,4.72,8.65,0.77,0.15,1.89,0,0.04,34.61,7.86,31.88,0,0,6.51,0,0,0,0.11,0
33039.jpg,3.54,5.18,8.78,0.59,0,2.12,0,0,21.72,5.52,46.41,0.04,0,5.04,0,0,0,0.12,0.94
3303.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
33040.jpg,13.4,0.76,8.56,0.74,0,0.4,0,0.01,30.88,3.57,39.22,0,0,2.45,0,0,0,0,0
33041.jpg,5.47,0.05,9.58,0.22,0.03,0.45,0,0,27.79,15.44,36.66,0,0,4.32,0,0,0,0,0
33042.jpg,14.17,0.89,2.18,0.09,1.76,0.26,0,0,19.4,3.07,48.66,0,0,9.5,0,0,0,0.01,0
33043.jpg,14.17,0.89,2.18,0.09,1.76,0.26,0,0,19.4,3.07,48.66,0,0,9.5,0,0,0,0.01,0
33044.jpg,18.26,4.3,3.88,2.77,0.85,0.34,0.01,0.05,15.21,2.02,48.49,0.02,0,3.67,0,0,0,0.1,0.01
33045.jpg,10.79,6.71,3.23,0.36,0.49,0.47,0.01,0,16.23,5.65,51.4,0,0,4.51,0.02,0,0,0.05,0.05
33046.jpg,16.53,2.17,8.99,0.1,0.93,0.2,0,0,23.36,1.77,40.54,0.01,0.01,5.3,0,0,0,0.04,0.05
33047.jpg,15.13,0.17,23.53,0,0,0.13,0,0,13.39,4.38,36.73,0,0,6.43,0,0,0,0.01,0.09
33048.jpg,10.66,0.37,11.67,0.38,0.03,0.29,0,0,21.16,2.3,38.46,0,0,14.67,0,0,0,0,0
33049.jpg,19.16,1.51,13.34,0.04,1.63,0.3,0,0,12.57,2.41,42.67,0,0,6.28,0,0,0,0.07,0.03
3304.jpg,23.99,0.05,12.51,0.03,0.43,0.07,0,0.01,17.18,4.48,38.11,0,0,3.05,0,0,0,0.05,0.04
33050.jpg,10.83,0.24,16.79,0.01,0.01,0.23,0,0,15.55,1.74,37.44,0,0,17.16,0,0,0,0,0
33051.jpg,18.52,0.82,23.3,0.39,0.51,0.04,0,0,6.66,3.55,41.68,0,0,4.42,0,0,0,0.07,0.05
33052.jpg,18.65,0.04,2.08,1.07,0.01,0.25,0,0,26.25,4.14,43.42,0,0,4.06,0,0,0,0.01,0.01
33053.jpg,17.91,2.75,3.94,0.14,3.58,0.08,0,0,21.71,1.14,45.57,0,0,3.17,0,0,0,0,0.01
33054.jpg,13,0.61,10.31,0.85,0.01,0.15,0,0,19.69,4.53,43.51,0,0,7.33,0,0,0,0.01,0
33055.jpg,13.4,0.76,8.56,0.74,0,0.4,0,0.01,30.88,3.57,39.22,0,0,2.45,0,0,0,0,0
33056.jpg,13.4,0.76,8.56,0.74,0,0.4,0,0.01,30.88,3.57,39.22,0,0,2.45,0,0,0,0,0
33057.jpg,18.26,4.3,3.88,2.77,0.85,0.34,0.01,0.05,15.21,2.02,48.49,0.02,0,3.67,0,0,0,0.1,0.01
33058.jpg,18.57,0.52,4.45,0.59,0.19,0.09,0,0,17.03,4.89,48.18,0,0,5.4,0,0,0,0.09,0
33059.jpg,18.46,1.38,13.49,0.16,0,0.01,0,0,13.51,1.91,46.11,0.04,0.24,4.69,0,0,0,0,0
3305.jpg,22.86,0.06,17.41,0,0,0.04,0,0,13.4,5.47,36.67,0.19,0.19,3.24,0,0,0,0.45,0
33060.jpg,13.4,1.41,12.41,1.64,0.2,0.19,0,0,12.92,2.9,45.29,0,0.06,8.63,0,0,0,0.77,0.18
33061.jpg,12.14,0.6,10.22,0.18,0.54,0.18,0,0,14.58,2.58,46.22,0.03,0,12.71,0,0,0,0.02,0
33062.jpg,19.47,0.28,21.07,0.24,0.17,0.23,0,0,8.84,5.19,41.53,0.01,0,2.93,0,0,0,0.06,0
33063.jpg,12.02,0.32,20,0.01,0.01,0.07,0.01,0,13.35,0.59,38.69,0.23,0,14.67,0,0,0,0.04,0
33064.jpg,17.23,1.02,7.18,0.23,0.16,0.08,0,0,20.78,2.83,46.34,0,0,4.1,0,0,0,0.03,0.01
33065.jpg,13.4,0.76,8.56,0.74,0,0.4,0,0.01,30.88,3.57,39.22,0,0,2.45,0,0,0,0,0
33066.jpg,24.7,1.66,3.34,0.11,0.73,0.33,0,0,13.77,3.3,49.42,0.41,0.01,2.19,0,0,0,0.02,0
33067.jpg,18.26,4.3,3.88,2.77,0.85,0.34,0.01,0.05,15.21,2.02,48.49,0.02,0,3.67,0,0,0,0.1,0.01
33068.jpg,22.33,1.65,4.98,1.14,4.73,0.2,0,0.31,7.01,0.09,51.82,0.06,0.67,2.92,0,0,0,1.63,0.47
33069.jpg,29.13,0.6,3.68,0.31,0.18,0.46,0.03,0.02,9.53,0.25,51.9,0.01,0,3.67,0,0,0,0.22,0
3306.jpg,14.06,2.46,16.22,0.38,4.75,0.44,0,0.28,16.08,4.36,37.35,0.01,0.01,3.42,0,0,0,0,0.18
33070.jpg,23.83,2.28,3.24,1.73,0.71,0.29,0.01,0,14.34,4.11,48.76,0,0,0.68,0,0,0,0.05,0
33071.jpg,24.25,1.78,5.1,4.02,0.12,0.31,0.02,0.09,12.3,3.22,48.48,0,0,0.26,0,0,0,0.05,0
33072.jpg,21.53,4.6,1.68,1.47,0.24,0.37,0.03,0.04,20.19,0.62,46.86,0.03,0.01,2.08,0,0,0,0.02,0.24
33073.jpg,24.18,3.69,0.43,0.48,0.28,0.3,0,0.01,20.52,0.67,48.75,0.01,0,0.64,0,0,0,0.06,0
33074.jpg,23.92,4.23,0.41,0.88,0.33,0.17,0,0.07,20.71,0.32,48.21,0,0,0.58,0,0,0,0.13,0.03
33075.jpg,24.7,1.66,3.34,0.11,0.73,0.33,0,0,13.77,3.3,49.42,0.41,0.01,2.19,0,0,0,0.02,0
33076.jpg,18.98,2.85,24.56,0.11,0,0.84,0,0.01,3.81,1.17,40.47,0.98,0.01,4.6,0,0,0,0.44,1.17
33077.jpg,16.11,3.77,26.89,2.02,1.11,0.12,0,0.02,1.17,0.12,42.29,0.22,0.24,5.42,0,0,0,0.12,0.37
33078.jpg,14.8,3.58,18.38,3.33,1.89,0.4,0.02,0.02,6.11,0,45.33,2.43,0.01,1.87,0,0,0,1.65,0.17
33079.jpg,14.8,3.58,18.38,3.33,1.89,0.4,0.02,0.02,6.11,0,45.33,2.43,0.01,1.87,0,0,0,1.65,0.17
3307.jpg,23.99,0.05,12.51,0.03,0.43,0.07,0,0.01,17.18,4.48,38.11,0,0,3.05,0,0,0,0.05,0.04
33080.jpg,14.8,3.58,18.38,3.33,1.89,0.4,0.02,0.02,6.11,0,45.33,2.43,0.01,1.87,0,0,0,1.65,0.17
33081.jpg,23.98,1.03,15.87,0,0,1.04,0.01,0.06,1.88,0.19,48.81,0.4,0.02,4.27,0.13,0,0,2.18,0.14
