Image File,road,sidewalk,building,wall,fence,pole,light,sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motocycle,bicycle
10000.jpg,16.52,2.9,9.07,0,1.99,0.02,0,0,27.89,1.69,35.53,0,0,3.77,0,0,0,0.37,0.23
10001.jpg,16.24,3.35,10.44,0.23,3.67,0.02,0,0,14.4,3.01,45.83,0,0,2.77,0,0,0,0.04,0
10002.jpg,16.24,3.35,10.44,0.23,3.67,0.02,0,0,14.4,3.01,45.83,0,0,2.77,0,0,0,0.04,0
10003.jpg,15.22,2.92,27.06,8.3,1.13,0.03,0,0,3.99,1.05,37.41,0.13,0,2.76,0,0,0,0,0
10004.jpg,14.09,0.46,18.87,0.12,0.02,0.01,0,0,11.13,9.02,43.7,0,0,2.57,0,0,0,0.03,0
10005.jpg,16.24,3.35,10.44,0.23,3.67,0.02,0,0,14.4,3.01,45.83,0,0,2.77,0,0,0,0.04,0
10006.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10007.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10008.jpg,24.78,1.59,1.9,0.15,0.24,0.3,0,0.02,40.25,2.17,26.79,0.06,0,1.64,0,0,0,0.09,0
10009.jpg,20.35,2.69,1.74,0.58,0.14,0.1,0.01,0,56.23,3.79,10.02,0.01,0.09,3.84,0,0,0,0.4,0
1000.jpg,11.59,0.99,7.44,0,0.1,0.03,0,0,26.18,2.46,42.4,0,0,8.8,0,0,0,0.01,0
10010.jpg,25.05,1.3,1.01,0.09,0.77,0.86,0.28,0.19,18.5,1.96,46.14,0.01,0.03,3.26,0,0,0,0.37,0.18
10011.jpg,28.98,1.37,0.33,0.03,0,0.67,0.04,0.04,11.85,0.48,52.96,0,0,3.23,0,0,0,0.02,0
10012.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10013.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10014.jpg,30.58,1.04,1.96,0.08,0.7,0.8,0.04,0.09,19.29,0.49,43.56,0.04,0.01,1.28,0.01,0,0,0.03,0
10015.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10016.jpg,29.4,0.98,1.21,0.6,0.6,0.18,0,0.05,23.6,2.01,40.99,0,0,0.36,0,0,0,0.02,0
10017.jpg,28.89,0.63,0.24,0.24,0.3,0.34,0.08,0.1,18.52,4.04,46.03,0.16,0,0.43,0,0,0,0,0
10018.jpg,28.03,0.5,2.15,0.02,0.08,0.46,0,0.01,12.29,3.97,51.2,0,0,1.27,0,0,0,0.01,0
10019.jpg,28.05,0.69,1.32,0.04,0.13,0.41,0.01,0.02,8.5,0.04,54.55,0.01,0.06,6.17,0,0,0,0,0
1001.jpg,18.63,0.78,9.47,0.39,0.14,0.18,0,0,15.51,4.9,45.59,0,0,4.27,0,0,0,0.13,0
10020.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10021.jpg,29.78,1.38,2.1,0.01,0.27,0.82,0,0.04,6.78,0.06,55.78,0.04,0.02,2.83,0,0,0,0.03,0.05
10022.jpg,32.18,0.53,0.98,0.01,0.04,0.45,0.04,0,8.83,0,55.06,0,0.03,1.69,0,0,0,0.08,0.07
10023.jpg,21.24,2.58,0.88,0.48,8.26,0.55,0.03,0.1,21.76,0.68,41.85,0,0.24,1.11,0,0,0,0.23,0
10024.jpg,32.18,0.53,0.98,0.01,0.04,0.45,0.04,0,8.83,0,55.06,0,0.03,1.69,0,0,0,0.08,0.07
10025.jpg,30.26,1.07,1.54,0.15,0.26,0.45,0.19,0,9.34,0,54.16,0.01,0,2.5,0,0,0,0.06,0
10026.jpg,32.18,0.53,0.98,0.01,0.04,0.45,0.04,0,8.83,0,55.06,0,0.03,1.69,0,0,0,0.08,0.07
10027.jpg,25.92,0.43,1.74,0,6.35,0.45,0.01,0.02,22.23,0.16,41,0,0.41,1.26,0,0,0,0.01,0
10028.jpg,29.69,0.87,1.06,0.08,0.08,0.19,0.01,0,8.07,0.01,54.79,0.02,0.22,2.25,0,2.6,0,0.04,0
10029.jpg,32.18,0.53,0.98,0.01,0.04,0.45,0.04,0,8.83,0,55.06,0,0.03,1.69,0,0,0,0.08,0.07
1002.jpg,15.67,0.49,9.88,0,0.07,0.06,0,0,23.5,5.32,40.57,0,0,4.44,0,0,0,0,0
10030.jpg,24.03,1.19,1.25,0.03,1.54,0.75,0.01,0,15.57,0.02,47.91,0.01,0.02,7.53,0,0.08,0,0.04,0
10031.jpg,30.26,1.07,1.54,0.15,0.26,0.45,0.19,0,9.34,0,54.16,0.01,0,2.5,0,0,0,0.06,0
10032.jpg,30.26,1.07,1.54,0.15,0.26,0.45,0.19,0,9.34,0,54.16,0.01,0,2.5,0,0,0,0.06,0
10033.jpg,30.56,1.55,1.7,0.1,0.11,0.63,0,0,8,0,54.96,0.03,0.3,1.74,0,0,0,0.25,0.07
10034.jpg,30.26,1.07,1.54,0.15,0.26,0.45,0.19,0,9.34,0,54.16,0.01,0,2.5,0,0,0,0.06,0
10035.jpg,25.92,0.43,1.74,0,6.35,0.45,0.01,0.02,22.23,0.16,41,0,0.41,1.26,0,0,0,0.01,0
10036.jpg,30.26,1.07,1.54,0.15,0.26,0.45,0.19,0,9.34,0,54.16,0.01,0,2.5,0,0,0,0.06,0
10037.jpg,30.26,1.07,1.54,0.15,0.26,0.45,0.19,0,9.34,0,54.16,0.01,0,2.5,0,0,0,0.06,0
10038.jpg,24.27,3.72,0.8,1.91,2.88,0.7,0.01,0.06,35.05,0.44,28.52,0,0,1.6,0,0,0,0.03,0.01
10039.jpg,26.83,2.1,0.22,0.54,2.24,0.14,0.05,0.14,23.78,1.27,42.02,0,0,0.55,0,0,0,0,0.09
1003.jpg,11.54,0.51,10.79,0.52,0.07,0.07,0,0,18.35,5.58,41.32,0.01,0,11.07,0,0,0,0.14,0
10040.jpg,26.36,3.2,0,0.22,0.63,0.15,0,0.01,35.53,0.58,32.62,0,0,0.63,0,0,0,0.07,0
10041.jpg,26.03,1.16,0.43,0.27,4.64,0.6,0.07,0.14,30.51,0.01,33.44,0,0,2.56,0,0,0.06,0.06,0.02
10042.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10043.jpg,23.21,1.3,12.64,0,0,0.41,0,0.03,6.49,0.07,48.03,0.09,0.03,7.63,0,0,0,0.03,0.03
10044.jpg,27.21,2.13,9.59,0.41,2.93,0.56,0,0,9.12,0.53,45.81,0.31,0.01,0.65,0,0,0,0.04,0.69
10045.jpg,26.22,1.14,2.26,0.42,2.71,0.88,0,0.07,16.52,0.12,46.53,0.03,0.06,1.34,0,0.08,0,1.38,0.24
10046.jpg,30.67,1,1.43,0.11,1.03,0.45,0.01,0,15.24,0.51,48.68,0.03,0.01,0.76,0,0,0,0,0.09
10047.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10048.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10049.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
1004.jpg,20.38,0.19,2.94,0.02,0.86,0.24,0,0.01,14.36,6.32,50.24,0,0,4.43,0,0,0,0.01,0.01
10050.jpg,27.63,2.81,1.59,0.05,2.85,0.45,0.01,0.27,20.72,0.13,41.3,0.08,0,1.76,0,0,0,0.14,0.21
10051.jpg,21.93,1.76,0.2,0,0.08,0.16,0.01,0,31.7,2.08,36.93,0,0,4.4,0,0,0,0.42,0.32
10052.jpg,24.24,2.07,0.25,0.12,4.36,0.85,0.04,0.12,26.79,1.75,37.83,0.04,0,0.89,0,0,0,0.08,0.56
10053.jpg,32.22,0.59,0.38,0.02,0.43,0.21,0,0,12.74,0.47,52.53,0.03,0,0.36,0,0,0,0,0.02
10054.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10055.jpg,27.86,1.41,1.62,0.28,0.18,0.6,0.06,0.13,15.18,0.25,48.69,0,0,3.54,0,0,0,0.2,0
10056.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10057.jpg,24.67,0.91,2.6,0.55,0.26,0.31,0.1,0,34.06,1.37,32.79,0,0.03,2.34,0,0,0,0,0
10058.jpg,19.99,4.83,0,0.75,1.82,0.61,0.03,0.01,53.6,1.53,13.94,0.03,0,2.72,0,0,0,0.1,0.04
10059.jpg,26.59,0.92,1.46,0.06,0.24,0.82,0.13,0.18,12.91,2.16,50.94,0.14,0.15,2.76,0,0,0,0.53,0
1005.jpg,22.1,0.85,4.06,0,0,0.04,0,0,12.94,6.65,51.12,0,0,2.12,0,0,0,0.12,0.01
10060.jpg,29.92,3.7,0.43,0.05,0.53,0.29,0,0,10.95,0.22,53.35,0.03,0.01,0.52,0,0,0,0,0
10061.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
10062.jpg,30.5,1.12,1.3,0.43,0.57,0.6,0.03,0.08,12.69,0.6,50.86,0,0,1.18,0,0,0,0.04,0
10063.jpg,31.12,1.59,0.45,0,0.14,0.62,0,0.02,15.27,0.64,49.03,0,0,1.05,0.02,0,0,0.03,0.02
10064.jpg,28.57,0.03,0.15,0,0.46,0.4,0.02,0.02,20.62,2.85,44.83,0,0,2.04,0,0,0,0.01,0
10065.jpg,27.19,1.06,0.49,0,0.03,0.4,0,0.06,18.55,2.19,46.23,0.03,0,3.6,0,0,0,0.13,0.06
10066.jpg,27.16,0.42,0.8,0.01,0,0.42,0,0.01,16.4,3.44,47.81,0,0,3.51,0,0,0,0.01,0
10067.jpg,26.72,1,0.04,0,0.02,0.42,0,0.06,22.05,3.07,42.71,0.01,0,3.86,0,0,0,0.05,0
10068.jpg,24.32,0.14,0.68,0.03,0.14,0.29,0.03,0.02,16.25,2.96,47.73,0.03,0,7.33,0,0,0,0,0.05
10069.jpg,28.13,0.38,2.66,0.08,1.58,0.38,0,0.01,5.67,0.57,55.49,0.04,0.31,4.65,0,0,0,0.01,0.03
1006.jpg,17.8,2.79,7.15,0.45,7.05,0.27,0.01,0,18.07,3.8,42.24,0.02,0,0.15,0,0,0,0.19,0
10070.jpg,30.56,1.55,1.7,0.1,0.11,0.63,0,0,8,0,54.96,0.03,0.3,1.74,0,0,0,0.25,0.07
10071.jpg,29.78,1.38,2.1,0.01,0.27,0.82,0,0.04,6.78,0.06,55.78,0.04,0.02,2.83,0,0,0,0.03,0.05
10072.jpg,19.14,1.8,0.02,0,0.02,0.48,0,0.01,27.94,0.24,41.02,0.02,0,9.01,0,0,0,0.3,0
10073.jpg,31.52,0.65,0.97,0.02,0.07,0.54,0.02,0.01,8.55,0.01,55.43,0.02,0.05,1.96,0,0,0,0.16,0.02
10074.jpg,29.78,1.38,2.1,0.01,0.27,0.82,0,0.04,6.78,0.06,55.78,0.04,0.02,2.83,0,0,0,0.03,0.05
10075.jpg,26.85,0.78,0.8,0.18,3.32,0.66,0.04,0.19,15.02,0.85,50.33,0.05,0,0.92,0,0,0,0,0.01
10076.jpg,29.78,1.38,2.1,0.01,0.27,0.82,0,0.04,6.78,0.06,55.78,0.04,0.02,2.83,0,0,0,0.03,0.05
10077.jpg,25.42,2.07,3.12,0.15,0.46,1.39,0.11,0.17,12.45,0.7,50.06,0.19,0.16,2.9,0,0,0,0.34,0.32
10078.jpg,30.56,1.55,1.7,0.1,0.11,0.63,0,0,8,0,54.96,0.03,0.3,1.74,0,0,0,0.25,0.07
10079.jpg,16.76,1.24,0.96,0.13,1.12,0.75,0.04,0,29.28,1.92,39.12,0.26,0.1,8.23,0,0,0,0.08,0.01
1007.jpg,22.78,2.19,28.03,0.01,6.2,0.54,0,0.04,4.71,0.88,33.37,0.07,0.01,0.94,0,0,0,0.18,0.06
10080.jpg,30.56,1.55,1.7,0.1,0.11,0.63,0,0,8,0,54.96,0.03,0.3,1.74,0,0,0,0.25,0.07
10081.jpg,30.56,1.55,1.7,0.1,0.11,0.63,0,0,8,0,54.96,0.03,0.3,1.74,0,0,0,0.25,0.07
10082.jpg,24.27,3.72,0.8,1.91,2.88,0.7,0.01,0.06,35.05,0.44,28.52,0,0,1.6,0,0,0,0.03,0.01
10083.jpg,26.83,2.1,0.22,0.54,2.24,0.14,0.05,0.14,23.78,1.27,42.02,0,0,0.55,0,0,0,0,0.09
10084.jpg,26.36,3.2,0,0.22,0.63,0.15,0,0.01,35.53,0.58,32.62,0,0,0.63,0,0,0,0.07,0
10085.jpg,26.03,1.16,0.43,0.27,4.64,0.6,0.07,0.14,30.51,0.01,33.44,0,0,2.56,0,0,0.06,0.06,0.02
10086.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10087.jpg,24.79,0.41,11.2,0.59,1.36,0.26,0,0.02,3.83,0.1,45.7,0.88,0.51,5.45,0,3.29,0.82,0.5,0.29
10088.jpg,23.29,0.7,2.32,1.02,0.15,0.19,0.03,0,18.73,0.01,45.09,0.02,0,8.45,0,0,0,0,0
10089.jpg,23.99,3.22,1.75,1.09,0.06,0.87,0.01,0.19,19.14,0.41,46.33,0.06,0,2.87,0,0,0,0,0.01
1008.jpg,22.78,2.19,28.03,0.01,6.2,0.54,0,0.04,4.71,0.88,33.37,0.07,0.01,0.94,0,0,0,0.18,0.06
10090.jpg,33.04,0.29,0.2,0,0.14,0.31,0,0.04,12.33,0.18,52.87,0.1,0.02,0.35,0,0,0,0.07,0.06
10091.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10092.jpg,27.63,2.81,1.59,0.05,2.85,0.45,0.01,0.27,20.72,0.13,41.3,0.08,0,1.76,0,0,0,0.14,0.21
10093.jpg,26.72,1.42,0.64,0,3.16,0.25,0,0.01,24.93,1.08,39.78,0.01,0,1.94,0,0.03,0,0.03,0
10094.jpg,24.24,2.07,0.25,0.12,4.36,0.85,0.04,0.12,26.79,1.75,37.83,0.04,0,0.89,0,0,0,0.08,0.56
10095.jpg,32.39,0.2,0.06,0,0,0.23,0.01,0.01,12.53,0.56,52.93,0.04,0.04,0.81,0,0,0,0,0.18
10096.jpg,31.98,0.83,0.23,0,0.15,0.11,0.01,0,12.38,0.01,52.51,0.01,0,0.64,0,0.83,0,0.25,0.04
10097.jpg,16.46,1.79,20.5,0.02,0.64,0.2,0,0.02,4.11,7.41,45.45,1.01,0,2.22,0,0,0,0.06,0.12
10098.jpg,4.26,0.16,34.84,0,0.05,0.3,0,0,0.53,15.12,38.84,0,0,4.69,0,0,0,1.02,0.19
10099.jpg,4.72,0.95,30.74,0.23,3.33,0.26,0,0,0.41,15.9,38.64,0,0,3.84,0,0,0,0.86,0.11
1009.jpg,26.27,0.3,1.53,0.2,2.46,0.13,0.03,0,7.9,1.89,54.48,0.02,0,4.5,0,0,0,0.29,0
100.jpg,12.79,0.05,0.09,0.62,0,0,0,0,24.44,4.45,45.08,0.01,0,12.47,0,0,0,0.01,0
10100.jpg,9.67,0.06,25.94,0.01,0.28,0.16,0,0,2.19,9.63,43.7,0,0,8.27,0,0,0,0.06,0.02
10101.jpg,18.82,0.82,34.21,0,0.24,0.27,0,0,0.06,2.76,36.79,0,0,4.85,0,0,0,0.88,0.29
10102.jpg,22.73,0.08,17.13,0,0.4,1.02,0.01,0.01,1.72,2.39,48.24,0.1,0.04,4.5,0,0,0,1.27,0.37
10103.jpg,11.69,1.63,29.63,0.22,0.36,0.12,0,0,0.04,8.49,42.24,0,0,5.49,0,0,0,0.08,0
10104.jpg,9.84,4.01,8.44,0.15,0,0.25,0,0,6.25,11.77,56.22,0.67,0,1.87,0.29,0,0,0.24,0
10105.jpg,16.95,1.26,13.33,1.57,0.55,0.15,0,0,2.76,4.77,52.74,0.35,0,4.85,0,0,0,0.23,0.5
10106.jpg,1.93,0.13,31.3,0.92,0.24,0.04,0,0.17,7.04,6.07,41.67,0.26,0,4.42,0,4.9,0.06,0.6,0.24
10107.jpg,22.73,0.08,17.13,0,0.4,1.02,0.01,0.01,1.72,2.39,48.24,0.1,0.04,4.5,0,0,0,1.27,0.37
10108.jpg,22.58,4.86,2.38,0.85,0.4,1.01,0.1,0.18,15.77,0.36,48.93,0,0.41,1.46,0,0,0,0.55,0.15
10109.jpg,24.15,4.51,4.91,1.1,0.34,0.87,0,0.06,14.8,0.16,48.03,0.12,0.2,0.47,0,0,0,0.24,0.02
1010.jpg,29.03,0.95,2.26,0.01,2.93,0.09,0,0,8.4,0.6,54.03,0,0,1.56,0,0,0,0.13,0
10110.jpg,20.43,0.11,12.33,0,0.12,0.17,0,0,2.65,0.18,53.91,0,0,9.6,0,0,0,0.24,0.25
10111.jpg,16.31,0.62,13.26,0.1,6.49,0.42,0,0.01,2.05,4.61,50.8,0,0,4.94,0.06,0,0,0.12,0.19
10112.jpg,22.73,0.08,17.13,0,0.4,1.02,0.01,0.01,1.72,2.39,48.24,0.1,0.04,4.5,0,0,0,1.27,0.37
10113.jpg,25.92,1.99,14.98,0.21,1.59,0.62,0,0.02,1,0.17,49.96,0.34,0.09,2.49,0,0,0,0.24,0.38
10114.jpg,21.53,1.03,28.04,0.08,0,0.15,0.02,0,1.36,1.02,38.15,0,0,7.66,0,0,0,0.76,0.2
10115.jpg,9.14,0.73,27.33,0.45,0.71,0.21,0,0.02,1.32,6.55,43.59,0,0,9.85,0,0,0,0.04,0.07
10116.jpg,22.73,0.08,17.13,0,0.4,1.02,0.01,0.01,1.72,2.39,48.24,0.1,0.04,4.5,0,0,0,1.27,0.37
10117.jpg,30.88,0.76,2.41,0.09,0.02,0.23,0,0,6.56,0.1,56.67,0,0.11,1.73,0,0,0,0.45,0
10118.jpg,31.42,0.93,1.28,0,0.2,0.54,0.03,0.13,7.66,0.16,55.95,0,0.03,1.6,0,0,0,0.07,0
10119.jpg,28.25,2.71,0.04,0.02,0.09,0.42,0,0,12.88,1.67,53.07,0.13,0,0.57,0,0,0,0.15,0
1011.jpg,26.79,0.53,27.7,0.01,1.95,0.52,0,0.06,4.45,1.01,35.19,0.07,0,1.38,0,0,0,0.13,0.21
10120.jpg,20.28,3.6,0,0,0.37,0.34,0,0,17.83,3.92,48.8,0.12,1.57,1.72,0,0,0,1.46,0
10121.jpg,21.55,4.19,0,0.1,0.35,0.31,0,0,22.45,3.82,44.62,0.07,0,2.19,0,0,0,0.34,0
10122.jpg,21.75,5.19,0.08,0.04,0.2,0.59,0,0,19.63,3.27,47.45,0.01,0.09,0.37,0,0,0,1.33,0
10123.jpg,22.14,2.39,0.07,0.01,0.4,0.59,0,0,16.18,3.86,49.83,0.01,0.57,3.74,0,0,0,0.22,0
10124.jpg,22.78,3.65,0.15,0.02,0.82,0.29,0,0.01,19.55,5.21,46.44,0,0.12,0.44,0,0,0,0.51,0
10125.jpg,17.21,4.09,0,0.03,1.01,0.25,0,0,19.2,6.02,46.74,0.11,1,2.64,0,0,0,1.72,0
10126.jpg,23.13,3.8,0.37,0,0.55,0.65,0,0.14,18.01,3.02,47.63,0.17,0.71,1.03,0,0,0,0.8,0
10127.jpg,18.69,3.01,0,0.01,0.43,0.49,0,0,21.59,5.11,44.69,0.18,0.13,5.18,0,0,0,0.38,0.1
10128.jpg,21.69,4.46,0.05,0.02,0.14,0.36,0,0,20.27,4.05,46.69,0.02,0.25,1.89,0,0,0,0.13,0
10129.jpg,23.52,2.51,0,0.02,0.4,0.36,0.01,0,16.13,7.11,49.19,0.01,0.1,0.17,0,0,0,0.47,0
1012.jpg,26.79,0.53,27.7,0.01,1.95,0.52,0,0.06,4.45,1.01,35.19,0.07,0,1.38,0,0,0,0.13,0.21
10130.jpg,21.24,4.71,0.05,0.08,0.59,0.59,0,0,19.07,5.7,46.97,0.02,0,0.49,0,0,0,0.48,0
10131.jpg,23.08,3.2,0.05,0.12,0.44,0.25,0,0,18.69,5.35,47.57,0,0.03,1.06,0,0,0,0.15,0
10132.jpg,22.77,3.46,0.02,0.27,0.37,0.25,0,0,20.28,3.97,46.87,0,0.82,0.15,0,0,0,0.76,0.01
10133.jpg,25.52,2.99,0.07,0.17,0.09,0.62,0,0.04,16.85,3.8,48,0,0.29,0.84,0,0,0,0.69,0.02
10134.jpg,24.68,3.02,3.22,0.07,0.24,0.6,0,0.01,16.14,1.93,47.34,0.18,0.24,1.88,0,0,0,0.43,0.03
10135.jpg,23.83,2.28,0.04,0.03,0.65,0.49,0.02,0,21.39,3.91,45.69,0,0,0.31,0,0,0,1.36,0
10136.jpg,23.84,3.43,0.68,0.02,0.11,0.56,0,0,16.11,2.47,49.9,0.27,0,1.79,0,0,0,0.82,0
10137.jpg,27.87,3.18,2.99,0.22,0,0.39,0,0,12.64,0.63,51.36,0.11,0.01,0.25,0,0,0,0.3,0.04
10138.jpg,25.07,3.24,0.02,0.02,0,0.3,0,0.01,22.82,3.02,44.63,0.04,0.07,0.67,0,0,0,0.1,0
10139.jpg,19.26,6.52,0.02,0.09,0.49,0.25,0,0,22.03,2.73,45.44,0.17,0.29,2.03,0,0,0,0.67,0.02
1013.jpg,22.78,2.19,28.03,0.01,6.2,0.54,0,0.04,4.71,0.88,33.37,0.07,0.01,0.94,0,0,0,0.18,0.06
10140.jpg,21.49,6.51,0.05,0,0.43,0.31,0.01,0.01,18.62,3.48,48.09,0.16,0.04,0.26,0,0,0,0.52,0.03
10141.jpg,20.5,7.01,0,0,0.16,0.86,0.05,0.63,18.37,2.71,47.91,0.43,0.03,1.17,0,0,0,0.16,0
10142.jpg,15.21,3.14,0.14,0,0.28,0.49,0,0.36,18.59,3.51,48.24,0.12,0.36,8.66,0,0,0,0.89,0
10143.jpg,21.24,4.57,0.04,0.06,0.53,0.46,0.02,0.02,16.04,2.7,51.1,0.01,0,3.18,0,0,0,0.02,0
10144.jpg,23.04,5.08,0.06,0.06,0.33,0.13,0,0.01,20.67,2.41,46.61,0,0.1,1.09,0,0,0,0.41,0
10145.jpg,20.9,6.22,0,0.13,0.01,0.33,0,0.06,24.29,2.86,43.44,0.01,0.01,1.56,0,0,0,0.17,0
10146.jpg,22.03,4.34,1.32,0.17,0.33,0.83,0.11,0.11,20.6,3.55,44.38,0.06,0.01,1.85,0,0,0,0.3,0.01
10147.jpg,24.09,1.71,0.12,1.61,0.18,0.46,0,0,23.43,4.29,43.18,0,0,0.68,0,0,0,0.26,0
10148.jpg,24.07,1.56,0.07,0,0.45,0.45,0,0,21.26,3.57,46.04,0,0.02,1.74,0,0,0,0.77,0
10149.jpg,25.97,2.22,0.19,0.02,0.13,0.2,0,0.01,16.75,3.21,48.99,0.01,0,2.21,0,0,0,0.1,0
1014.jpg,21.32,0.99,23.29,0.03,0.04,0.6,0,0.03,4.7,2.67,38.43,0.01,0,7.64,0,0,0,0.24,0.02
10150.jpg,21.44,1.14,0.02,0.1,0.1,0.46,0.01,0,18.27,0.88,47.87,0,0,9.69,0,0,0,0.03,0
10151.jpg,29.45,0.79,1.08,0,0.27,0.71,0.03,0.11,10.72,1.68,53.46,0,0,1.71,0,0,0,0,0
10152.jpg,31.42,0.93,1.28,0,0.2,0.54,0.03,0.13,7.66,0.16,55.95,0,0.03,1.6,0,0,0,0.07,0
10153.jpg,27.79,1.96,0.16,0.94,1.21,0.18,0,0.11,11.14,1.12,52.65,0.01,0,1.25,0,1.46,0,0.01,0
10154.jpg,22.37,6.41,0.82,1.65,0.33,1.13,0.01,0.05,8.68,0.45,54.68,0,0.01,3.33,0,0,0,0.07,0.01
10155.jpg,31.42,0.93,1.28,0,0.2,0.54,0.03,0.13,7.66,0.16,55.95,0,0.03,1.6,0,0,0,0.07,0
10156.jpg,26.86,1.53,0.31,0.09,0.08,0.4,0.01,0,16.76,2.61,50.2,0.02,0,1.12,0,0,0,0,0
10157.jpg,24.06,3.48,3.34,0.25,2.31,0.42,0.02,0,16.16,0.8,46.94,0.05,0.01,1.58,0,0,0,0.58,0.01
10158.jpg,25.28,3.04,0.33,0.28,0.04,0.3,0,0,23.19,2.37,44.32,0.01,0,0.75,0,0,0,0.1,0
10159.jpg,24.8,3,0.22,0.13,0.04,0.37,0,0,22.7,1.64,44.9,0,0,2.17,0,0,0,0.03,0
1015.jpg,21.42,0.54,24.83,0.13,0.81,0.72,0,0,4.08,2.93,36.78,0,0,7.75,0,0,0,0,0
10160.jpg,24.07,4,0.32,0.04,0.02,0.31,0.02,0,21,1.91,46.57,0,0,1.54,0,0,0,0.18,0
10161.jpg,25.42,4.24,0.76,0.04,0.1,0.1,0,0,17.76,0.87,49.4,0,0,0.76,0,0,0,0.56,0
10162.jpg,25.24,3.77,0.38,0.23,0,0.23,0,0,22.01,2.03,45.58,0,0,0.38,0,0,0,0.16,0
10163.jpg,24.65,3.15,0.04,0.99,0.01,0.32,0,0,24.37,2.96,42.46,0,0,0.96,0,0,0,0.06,0.04
10164.jpg,23.75,4.16,0.16,0.73,0.01,0.52,0,0,22.69,1.67,43.94,0,0,2.34,0,0,0,0.02,0
10165.jpg,23.96,2.43,0.94,1.33,0.03,0.24,0,0,21.3,2.18,45.04,0,0,2.37,0,0,0,0.17,0
10166.jpg,25.49,3.15,3.42,0.15,0.87,0.15,0,0.01,14.18,1.89,48.38,0,0,1.93,0,0,0,0.38,0
10167.jpg,24.04,4.54,0.1,0.72,0.15,0.33,0,0,18.85,2.81,47.43,0.02,0,0.83,0,0,0,0.17,0
10168.jpg,29.76,0.85,1.87,0.31,0.5,0.37,0,0.02,6.59,0.01,56.57,0.02,0.1,2.84,0,0,0,0.18,0
10169.jpg,30.88,0.76,2.41,0.09,0.02,0.23,0,0,6.56,0.1,56.67,0,0.11,1.73,0,0,0,0.45,0
1016.jpg,24.14,4.32,22.62,0.06,0.49,1.26,0.01,0.01,3.39,0.76,39.36,0.03,0,3.11,0,0,0,0.42,0.01
10170.jpg,26.63,3.87,8.07,0.32,0.26,0.51,0.02,0,10.83,0.86,48.19,0,0,0.44,0,0,0,0,0
10171.jpg,26.75,4.05,8.53,2.06,1.98,0.44,0.04,0.21,9.09,0.41,46.26,0.04,0,0.07,0,0,0,0.02,0.06
10172.jpg,24.4,3.74,4.68,0.27,1.03,1.96,0.93,0.19,11.18,0.08,46.58,0,0.03,4.89,0,0,0,0.03,0.01
10173.jpg,30.88,0.76,2.41,0.09,0.02,0.23,0,0,6.56,0.1,56.67,0,0.11,1.73,0,0,0,0.45,0
10174.jpg,33.37,0.45,2.68,0.08,1.91,0.5,0,0.01,1.82,0.69,57.83,0.08,0,0.55,0,0,0,0.01,0
10175.jpg,32.63,0.88,2.69,0.08,1.93,0.59,0.02,0,1.8,0.54,56.86,0,0,1.66,0,0.3,0,0,0.03
10176.jpg,31.65,1.87,6.15,0.73,2.76,0.68,0.05,0.2,1.05,1.1,53.44,0,0,0.3,0,0,0,0,0.04
